sample_id,source,subject_type,signal_source,ch0_tg_proxy,ch1_na_proxy,ch2_k_proxy,ch3_cl_proxy,ch4_chol_proxy,ch5_ph_proxy,ch6_temp_proxy,ch7_noise,contact_ms,TG_mM,delta_I_I0,is_diabetic,is_human
TG_0021,Park2024_Fig2h,normal_beagle,measured,1.0,0.6727344345256165,0.4160206038901612,0.6810189966210203,0.241256283243798,0.5182132702100517,0.48794314648684123,0.1387040427417844,2121,0.383,111.11111,0,0
TG_0022,Park2024_Fig2h,normal_beagle,measured,1.0,0.5644854069287889,0.4979952138102537,0.6451666600603647,0.36656024347983873,0.5559301156712013,0.4969296603630316,0.013965415170884881,2475,0.378,77.77778,0,0
TG_0023,Park2024_Fig2h,normal_beagle,measured,0.8960574193548387,0.6395733634017744,0.5647909029568019,0.45661213250241384,0.2836614057776546,0.5900715659945542,0.5392662799566814,0.12844864378171386,853,0.367,55.55556,0,0
TG_0024,Park2024_Fig2h,normal_beagle,measured,0.7168458064516129,0.6949688864644059,0.4926094938462863,0.42524198949851466,0.24848861422838414,0.6297108377054159,0.5224500341761713,0.0013795577424944472,1309,0.375,44.44444,0,0
TG_0025,Park2024_Fig2h,normal_beagle,computed_park_eq,0.0974750566615811,0.6214034383965567,0.4345272428958742,0.6983372387832462,0.25277757580320365,0.4536150727231042,0.5145725600628405,0.02682340638319932,2327,0.362,6.0434535130180285,0,0
TG_0026,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09794387694319519,0.6624082247618037,0.5547670231482533,0.597283867690103,0.37049258100064153,0.4687349535656185,0.5057401062141603,0.03978035515225881,1549,0.369,6.0725203704781014,0,0
TG_0027,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.647467711890136,0.5936678574825027,0.5460226458878366,0.4718296363155662,0.5368788731020857,0.5045054885386273,0.09676550430458472,1678,0.36,11.11111,0,0
TG_0028,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.623129423454716,0.35857289633941336,0.6167356345784516,0.2842317087322567,0.45486319328629077,0.5251830607135017,0.02656660191105734,2043,0.361,11.11111,0,0
TG_0029,Park2024_Fig2h,normal_beagle,computed_park_eq,0.07934812878590644,0.7208735055665647,0.5243156321692242,0.6859215541071859,0.2992250914011541,0.560552993367098,0.5200604728419587,0.14704973755740686,1939,0.348,4.9195839847261995,0,0
TG_0030,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.5736122230173964,0.41552931858057757,0.655341001455057,0.2950766015468833,0.4838985493372185,0.5189760883720845,0.14042321612411715,1369,0.328,11.11111,0,0
TG_0031,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09817919381568764,0.7325042087027079,0.3211248392548632,0.46267561528460804,0.4013430550472152,0.5217293562592328,0.49779145543488174,0.044293588262840806,1584,0.326,6.087110016572634,0,0
TG_0032,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.7121674487311687,0.3409863994326086,0.6126732990730356,0.3658459930723723,0.5093020287295598,0.5093846599512394,0.03843104153916871,1207,0.33,11.11111,0,0
TG_0033,Park2024_Fig2h,normal_beagle,measured,0.35842290322580644,0.7283101381391178,0.45340271965828133,0.5504548884061599,0.43948855369003254,0.579992786155553,0.5291376814080393,0.11936890041541515,1771,0.333,22.22222,0,0
TG_0034,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.721654287237665,0.3082850315621114,0.5736594686522676,0.33154223690542606,0.5844052270590399,0.5029706867232312,0.02325624250916163,2013,0.332,11.11111,0,0
TG_0035,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.571635313032071,0.47724997817070325,0.40915007498171485,0.21120445662476434,0.6145201121319317,0.5052133448987884,0.019059076897782717,1792,0.329,11.11111,0,0
TG_0036,Park2024_Fig2h,normal_beagle,measured,1.0,0.7069672509468972,0.38146287474592255,0.6895755491172308,0.3371795484841186,0.6184046150023963,0.4936066023796411,0.06170308575850178,1666,0.327,122.22222,0,0
TG_0037,Park2024_Fig2h,normal_beagle,measured,1.0,0.6593574753745517,0.5178274001167984,0.6927556238387603,0.3548901044903586,0.5145912945882491,0.5356630336338093,0.04062483768931113,2427,0.327,88.88889,0,0
TG_0038,Park2024_Fig2h,normal_beagle,measured,0.8960574193548387,0.6860106607497789,0.3752581582039983,0.45530010229941104,0.2242618899851593,0.5356628949880216,0.5281949930535756,0.00872903932626654,1433,0.325,55.55556,0,0
TG_0039,Park2024_Fig2h,normal_beagle,measured,0.35842290322580644,0.5391092606677715,0.37507286944937857,0.5647679994118361,0.41437877681001867,0.5820394753435463,0.499595372786216,0.14322979209947911,1503,0.328,22.22222,0,0
TG_0040,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.6385885131278501,0.4835162238703057,0.525880018728337,0.2743192968503472,0.5211945357302523,0.5330492277325058,0.0021590232944633803,2043,0.329,11.11111,0,0
TG_0041,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11047232257344419,0.6185434572718314,0.32935024819530045,0.5474847625350496,0.3420415312341697,0.48464037398200305,0.5103696154466582,0.05977571015960601,1321,0.328,6.84928399955354,0,0
TG_0042,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.7372864328978465,0.5660041161894143,0.4782680870025142,0.20459136208711542,0.6366872616158966,0.5150727918740682,0.08090661726000938,1315,0.326,11.11111,0,0
TG_0043,Park2024_Fig2h,normal_beagle,measured,0.35842290322580644,0.6539627910974785,0.583167481368227,0.6832754791375502,0.46015968006650115,0.5772807194892022,0.536066450627768,0.10157525135744726,2498,0.325,22.22222,0,0
TG_0044,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.6608220546105883,0.437475867147455,0.5636850367947804,0.48243944263295757,0.5272205275601549,0.547283339467674,0.13580259629340954,2379,0.324,11.11111,0,0
TG_0045,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.5684902818302835,0.36437673591251224,0.5131777249683928,0.2116889396930701,0.5736507768675786,0.5035587950422109,0.09835839530711132,1404,0.326,11.11111,0,0
TG_0046,Park2024_Fig2h,normal_beagle,measured,0.35842290322580644,0.7112188277423637,0.30698158072074777,0.6443405447766807,0.28455643243202,0.47363296552433126,0.5287716015754905,0.0943414270169826,1212,0.323,22.22222,0,0
TG_0047,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.5097965816689116,0.4253838095146736,0.6902741654560742,0.3643915649744262,0.5346941884616238,0.5197964198624971,0.08638868628871268,1922,0.324,11.11111,0,0
TG_0048,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11541559606614199,0.6031544192278566,0.41160542573783493,0.632923888222599,0.30224106207590534,0.636151465120713,0.5400888926290108,0.06434910410625275,2348,0.326,7.155766956100804,0,0
TG_0049,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.6849771901118437,0.3714708457211938,0.5133186658528884,0.36029824205916905,0.5493122381366156,0.5072732660353443,0.04464527617639663,1842,0.324,11.11111,0,0
TG_0050,Park2024_Fig2h,normal_beagle,measured,0.17921145161290322,0.5973004196835408,0.3032512954440895,0.6716145929257791,0.22738600303584008,0.5138627275180829,0.5465043376935563,0.1425910720406334,1650,0.326,11.11111,0,0
TG_0051,Park2024_Fig2h,normal_beagle,computed_park_eq,0.08751680743322782,0.5229260368146202,0.48073227777033567,0.5661109157037402,0.2638183685072687,0.6392389085763381,0.5346907235329842,0.017019690302617203,1865,0.325,5.426042060860125,0,0
TG_0052,Park2024_Fig2h,normal_beagle,computed_park_eq,0.1004068649178976,0.7435620521336026,0.5987793726090986,0.41676134640320506,0.42111066703730266,0.5591831540329978,0.5294082038715087,0.14529779159612022,1832,0.321,6.225225624909651,0,0
TG_0053,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11203326142821282,0.5252806690306976,0.3252320418344992,0.6102907394377359,0.22182890190925808,0.6143720118580713,0.5294369559009547,0.012202317096284965,1988,0.324,6.946062208549195,0,0
TG_0054,Park2024_Fig2h,normal_beagle,computed_park_eq,0.1252931617339514,0.5583070181061319,0.4743916251680347,0.6589415565967012,0.464107990591525,0.49733703873641577,0.5435385594443982,0.08878331082319264,1893,0.326,7.768176027504988,0,0
TG_0055,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10084012053812716,0.5944968975305636,0.511525309288998,0.4746172463290864,0.29907575870572956,0.5368903688976543,0.4977577521711197,0.06078031301721257,2461,0.33,6.252087473363884,0,0
TG_0056,Park2024_Fig2h,normal_beagle,computed_park_eq,0.135128434787502,0.5140758189204593,0.33564537488042157,0.4352578740331315,0.39476309063481907,0.5992089758530846,0.5208358135568012,0.1443258822711813,2014,0.33,8.377962956825124,0,0
TG_0057,Park2024_Fig2h,normal_beagle,computed_park_eq,0.0892720254175799,0.6320925303243023,0.43090074948196677,0.6406327747080202,0.49337020062628123,0.5612010077285169,0.5025880471794308,0.006510117494725914,2036,0.33,5.534865575889954,0,0
TG_0058,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10284893379151153,0.7482411990298251,0.32213896942061965,0.5661562853203962,0.4907907606857297,0.5546195688340297,0.5240579046694684,0.10436230334769257,2238,0.33,6.376633895073715,0,0
TG_0059,Park2024_Fig2h,normal_beagle,computed_park_eq,0.12959547429317794,0.7288135854172766,0.5876107222223539,0.4173591693273122,0.318356539582439,0.4713512131871769,0.5034962045357875,0.02545198558433483,1475,0.335,8.034919406177032,0,0
TG_0060,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09239086167970612,0.6159246012349955,0.4060056684078158,0.5750968335552616,0.22332039108949547,0.6448789615332333,0.5490347521135722,0.10472425710296177,1968,0.332,5.728233424141779,0,0
TG_0061,Park2024_Fig2h,normal_beagle,computed_park_eq,0.1279553400055264,0.6506954705058247,0.38128729275453893,0.4399555375671249,0.22286011387974897,0.6381063654270767,0.5091647340416936,0.08717439317712394,1249,0.437,7.9332310803426385,0,0
TG_0062,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10979936516969327,0.5206871050088265,0.5629984457777377,0.565476361763221,0.24945027834110028,0.5322510233170739,0.5344321598614659,0.0720555122799532,2062,0.431,6.8075606405209825,0,0
TG_0063,Park2024_Fig2h,normal_beagle,computed_park_eq,0.13498860323619902,0.5952227141577554,0.5909743193443809,0.6526356769407126,0.45149861141334136,0.5437386319589941,0.5090373651636366,0.04101106078960593,1622,0.41,8.36929340064434,0,0
TG_0064,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11238931351620979,0.7161805940637633,0.5438703027390233,0.6999153019858391,0.4989910511221716,0.5610863411205255,0.5338291190626357,0.1417148594823642,2281,0.413,6.968137438005007,0,0
TG_0065,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10249479273244223,0.5512613321266312,0.37543273185353954,0.48241953910777263,0.2621682947024169,0.6256441334958385,0.5329899392520561,0.007034470168682988,894,0.396,6.354677149411418,0,0
TG_0066,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11325956598903758,0.5283893980499073,0.5014719586778399,0.5560923102711379,0.4316955175206918,0.5540327002223987,0.5396527050222979,0.08278602581617282,1188,0.392,7.02209309132033,0,0
TG_0067,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11616048158010676,0.6051339446662688,0.5354004791832928,0.5918084070922727,0.44151340025580854,0.6306302117353253,0.5232084598468104,0.14706940876385668,2129,0.397,7.2019498579666195,0,0
TG_0068,Park2024_Fig2h,normal_beagle,computed_park_eq,0.1644180883995393,0.6474794217136582,0.4176732135299197,0.5312424766071187,0.4712476083481245,0.5196510934046601,0.5159792642411868,0.11754795191117146,1819,0.384,10.193921480771436,0,0
TG_0069,Park2024_Fig2h,normal_beagle,computed_park_eq,0.1238231297619968,0.6744104678733658,0.5389415327021632,0.5378040423838517,0.4526274245056129,0.6037835482630796,0.48463651844963057,0.006879189960694942,852,0.38,7.6770340452438015,0,0
TG_0070,Park2024_Fig2h,normal_beagle,computed_park_eq,0.08159926348878083,0.5868533520563536,0.36273923732355423,0.5738949803415215,0.30246896313696353,0.5574526833428141,0.51220834112885,0.08771491589237305,2197,0.36,5.059154336304411,0,0
TG_0071,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09449962990727483,0.6741253665567697,0.4234983643072584,0.6622952814563251,0.35457081645926325,0.6446220698540208,0.5221354776878673,0.03357735988594809,1828,0.349,5.8589770542510395,0,0
TG_0072,Park2024_Fig2h,normal_beagle,computed_park_eq,0.1157535535620099,0.5862706569555967,0.404285764344805,0.40954140444554954,0.36461459276222263,0.5568847007465046,0.504919403899039,0.13413258943438885,1901,0.338,7.176720320844614,0,0
TG_0073,Park2024_Fig2h,normal_beagle,computed_park_eq,0.08396839478466268,0.5230726465571865,0.44434361821688795,0.6063354151288249,0.35349710406417834,0.48139553654323874,0.506410017566945,0.00038925365754698403,1603,0.333,5.206040476649086,0,0
TG_0074,Park2024_Fig2h,normal_beagle,computed_park_eq,0.08297574392689079,0.7015503199482653,0.5244779071150975,0.4553563058069132,0.2628047970010131,0.5240944205582764,0.5139166089633715,0.0927382157295444,877,0.327,5.144496123467229,0,0
TG_0075,Park2024_Fig2h,normal_beagle,computed_park_eq,0.1314735822447798,0.5091708007226494,0.3757310833032062,0.6140048757653657,0.4685620513061598,0.5523354884231333,0.5172479439685721,0.016075801700966407,2329,0.33,8.151362099176348,0,0
TG_0076,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09972732836235167,0.5885366676982814,0.41914914975122475,0.43146074995974426,0.42122156182814574,0.48645677569519163,0.5194775564413185,0.12610649788168965,885,0.331,6.183094358465803,0,0
TG_0077,Park2024_Fig2h,normal_beagle,computed_park_eq,0.0908499351778151,0.7226318201849737,0.4780777360662146,0.6037306957433468,0.43675137158220145,0.5496884397858115,0.48608442016611964,0.08056598127278217,833,0.331,5.632695981024536,0,0
TG_0078,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09800408858981431,0.6394355664876094,0.47596063039822767,0.5693375627567924,0.3136317877853868,0.5174893667743836,0.5429753178001508,0.09113328334403592,2266,0.331,6.076253492568488,0,0
TG_0079,Park2024_Fig2h,normal_beagle,computed_park_eq,0.08091868786274035,0.5254456181551009,0.3458577417552996,0.47378731851535244,0.24820441197786672,0.48731340481026114,0.4999566618085693,0.02600603929421322,1622,0.333,5.016958647489902,0,0
TG_0080,Park2024_Fig2h,normal_beagle,computed_park_eq,0.1124901822342758,0.7105785088245454,0.31549064336235383,0.40547274442850834,0.4090884387099265,0.6494511069536789,0.5427627184081815,0.08639976267084899,874,0.328,6.9743912985250995,0,0
TG_0081,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10631599683867307,0.5644757067612349,0.3512662762170197,0.6005929659773293,0.47881279673827576,0.561352578602786,0.520012888262893,0.041996864049042626,2123,0.326,6.591591803997731,0,0
TG_0082,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10725957537573484,0.5512693900373647,0.5903982199512703,0.6132857436510244,0.2598520782014959,0.5972494367396977,0.5170888016226782,0.10608451434666667,1453,0.327,6.65009367329556,0,0
TG_0083,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11377089809219747,0.5385906788185506,0.4443420305564452,0.5597768297654757,0.21554706104672808,0.5173208556387842,0.48940902738572817,0.00950624557091516,971,0.328,7.053795681716243,0,0
TG_0084,Park2024_Fig2h,normal_beagle,computed_park_eq,0.07349891507447728,0.550432615582559,0.50537146436395,0.42636043337279705,0.24164743203260614,0.45054217988286593,0.48816872448991766,0.07097493015778383,2373,0.324,4.556932734617591,0,0
TG_0085,Park2024_Fig2h,normal_beagle,computed_park_eq,0.07132802019743568,0.7323822860619564,0.5491858223363187,0.6895080731999537,0.23728916704566344,0.5961734950407289,0.5456838319774727,0.027184959924849022,2370,0.323,4.422337252241013,0,0
TG_0086,Park2024_Fig2h,normal_beagle,computed_park_eq,0.08316063995990308,0.7316123558974278,0.5164789652253832,0.4144283931892263,0.4344543445254245,0.6155881774354984,0.532535134733572,0.11993056963792734,2114,0.321,5.155959677513991,0,0
TG_0087,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10732895079834213,0.66629930517405,0.4569196274307358,0.5076491452370507,0.46316016224393247,0.528489021484527,0.5371619607630105,0.06587023628553276,2349,0.321,6.654394949497212,0,0
TG_0088,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09417836927643103,0.7249168613230432,0.48723046325455127,0.5619343185743899,0.3316234026165017,0.5654972541812251,0.5048753716272877,0.058722316530225284,1620,0.323,5.839058895138724,0,0
TG_0089,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10595742396796765,0.529224510177091,0.5819496370840425,0.5883124159214254,0.30047168439712585,0.47785441453267746,0.5355817632489207,0.09301091338927703,1277,0.325,6.569360286013994,0,0
TG_0090,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11436292021905346,0.7234731457627395,0.5365791633673592,0.44550246391982534,0.2935166203386645,0.4996978279628932,0.5320762404800874,0.005029865210366907,1397,0.323,7.090501053581315,0,0
TG_0091,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10043138171063604,0.6886588229650291,0.33087480922324347,0.5609444054453784,0.3136464696670747,0.5414000438563357,0.5222770510450759,0.07534325211937952,2471,0.323,6.2267456660594345,0,0
TG_0092,Park2024_Fig2h,normal_beagle,computed_park_eq,0.13314443908764625,0.5374793568371934,0.36877541856979246,0.6166757705179199,0.4160109609638223,0.5782295265770595,0.528576391112697,0.08140866650213942,2106,0.325,8.254955223434068,0,0
TG_0093,Park2024_Fig2h,normal_beagle,computed_park_eq,0.0847021407582354,0.7271126403334071,0.47501753842983613,0.520255425029092,0.3386017410932398,0.6394566679223631,0.4907345982181256,0.08793447480251958,1757,0.327,5.251532727010595,0,0
TG_0094,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09295110816580668,0.5251986507539717,0.37680465955609865,0.6178286758187201,0.3778888715776465,0.47044253284503995,0.5443125365582523,0.118512695568613,926,0.324,5.762968706280014,0,0
TG_0095,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10686441176132792,0.651678761595714,0.4272392013907158,0.6209332706874169,0.48031010443070443,0.6351137025813554,0.5115587559982893,0.016985706876113286,2228,0.327,6.625593529202331,0,0
TG_0096,Park2024_Fig2h,normal_beagle,computed_park_eq,0.08299450081347513,0.5413801275918224,0.3558962638482362,0.6512472367007476,0.2996439237964817,0.5122888528091283,0.49591769346139786,0.0911841590691388,2254,0.326,5.145659050435459,0,0
TG_0097,Park2024_Fig2h,normal_beagle,computed_park_eq,0.0989616210724526,0.7007133621495029,0.30138960690138084,0.5000497515073432,0.319450608077283,0.5574791205875846,0.5443898931488933,0.051951899154894184,2033,0.324,6.135620506492061,0,0
TG_0098,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09440812381540659,0.6202092445222684,0.5755364174817903,0.5761204672409701,0.2098540010730315,0.6325498925758257,0.49737585099300063,0.08664479311373208,2003,0.324,5.853303676555209,0,0
TG_0099,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11493151073574853,0.5905984747791583,0.474176505083413,0.5896792863758591,0.2039283369765001,0.5827074744033421,0.4924625176808826,0.14416054762041827,1488,0.323,7.125753665616409,0,0
TG_0100,Park2024_Fig2h,normal_beagle,computed_park_eq,0.09930468406398914,0.639326342222512,0.5581896053672202,0.5605209156800975,0.2553388614256568,0.5099191823532954,0.5016955848388027,0.05959771731863968,1234,0.325,6.156890411967327,0,0
TG_0101,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10466260643235883,0.5512849101205017,0.3572063161990999,0.4109649003544285,0.3416200835329998,0.5629682266525233,0.48459960475998465,0.11632914250425158,1998,0.323,6.489081598806248,0,0
TG_0102,Park2024_Fig2h,normal_beagle,computed_park_eq,0.0991927478625784,0.6319119325361965,0.46033676737717405,0.5443263845162758,0.3491035846463747,0.6030712562132481,0.48720870355319207,0.050154421696572325,854,0.324,6.14995036747986,0,0
TG_0103,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10008815378870026,0.5676861682858885,0.4931998629717047,0.5226202513294289,0.20761590669810348,0.4812305194732381,0.5301180560193178,0.0988385912865227,1632,0.327,6.205465534899416,0,0
TG_0104,Park2024_Fig2h,normal_beagle,computed_park_eq,0.11090512901577815,0.637930648814835,0.3761665692129913,0.45883392990803584,0.35165236373181014,0.5690097959400842,0.5037489872127334,0.08541652766452505,1874,0.325,6.876117998978245,0,0
TG_0105,Park2024_Fig2h,normal_beagle,computed_park_eq,0.0815994677526364,0.5248603481898363,0.3729516572998362,0.6166800795566977,0.4567089404318857,0.6160439729133984,0.5078028470732918,0.10021277048559692,1268,0.326,5.059167000663457,0,0
TG_0106,Park2024_Fig2h,normal_beagle,computed_park_eq,0.15557378309162914,0.6015980770683805,0.39719701833203985,0.42607750448510484,0.38997223247328816,0.5971809226392004,0.5393689666826819,0.018416533449406275,1714,0.451,9.645574551681007,0,0
TG_0107,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10763912047303516,0.7231679277692438,0.5452330685215323,0.5025452055093628,0.27782703002938774,0.5259384816334534,0.5213206459760366,0.04020954612343144,1060,0.428,6.673625469328179,0,0
TG_0108,Park2024_Fig2h,normal_beagle,computed_park_eq,0.16745154646735247,0.586298036220319,0.532150356960402,0.5088273683997836,0.45832040599241647,0.49390210501619175,0.548218308563921,0.11696381621820462,1392,0.433,10.381995880975854,0,0
TG_0109,Park2024_Fig2h,normal_beagle,computed_park_eq,0.13000641874925659,0.7236380567235229,0.5399565767841945,0.52756405134077,0.20674079249603522,0.5037354718769892,0.5179143950262607,0.0950217329739221,2182,0.412,8.060397962453909,0,0
TG_0110,Park2024_Fig2h,normal_beagle,computed_park_eq,0.14768065122769916,0.5545057768735216,0.4935162503307988,0.5265111803659845,0.23968286333759914,0.6301144602472771,0.5283855300326759,0.1024775784668222,1637,0.407,9.156200376117347,0,0
TG_0111,Park2024_Fig2h,normal_beagle,computed_park_eq,0.0948054316891106,0.6385445006289483,0.49542611650555923,0.6489225411121604,0.261926381528181,0.4521991657316961,0.4895819941048165,0.13500279627721576,1445,0.387,5.877936764724857,0,0
TG_0112,Park2024_Fig2h,normal_beagle,computed_park_eq,0.1268052135173383,0.6830461446147655,0.3752191981684793,0.5899294190072343,0.3482821550414814,0.5646588756358801,0.5386674874224807,0.060657225232353645,1501,0.372,7.861923238074976,0,0
TG_0113,Park2024_Fig2h,normal_beagle,computed_park_eq,0.10391098537773447,0.5415708421890199,0.5214100849279111,0.424839600377538,0.38094563283991645,0.4990698219362642,0.5072506929829383,0.04330406051560498,2335,0.363,6.442481093419537,0,0
