sample_id,source,subject_type,signal_source,ch0_tg_proxy,ch1_na_proxy,ch2_k_proxy,ch3_cl_proxy,ch4_chol_proxy,ch5_ph_proxy,ch6_temp_proxy,ch7_noise,contact_ms,Na_mmolL,K_mmolL,Cl_mmolL,V_Na_mV,V_K_mV,V_Cl_mV
EL_0024,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.24415825281306275,0.6142211239182448,0.38242094365301343,0.9395672439745129,0.4654740371635981,0.6010473062399904,0.5026272748760805,0.14072747280667636,2274,128.30065390917463,21.214143282165015,113.51554343024962,526.2227840435289,426.3880684393069,131.0504382054773
EL_0025,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.5406173519460944,0.6038137329477828,0.5187066613932663,0.6075589573809209,0.2737115277454027,0.45181883606048384,0.5103665625562829,0.053845564453051296,1987,123.94981763790847,22.941609946332157,130.353448497092,526.0888789072623,428.8151718657544,127.59172232933686
EL_0026,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.2943180209278049,0.3921984623866461,0.5012215012410751,0.45069291877185996,0.2233236331696007,0.5023701062816829,0.546732551232645,0.01661049367656305,1769,120.23435171094093,22.00947496327657,125.34557777712719,523.3661627413164,428.50377979312174,125.95756113495513
EL_0027,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.08377380444058175,0.4463301091018176,0.49728842026896086,0.688821676496297,0.3923644970705074,0.4628875251105385,0.531368108359502,0.08086352175333712,2230,126.58242053914455,21.14478140056414,119.29972462296912,524.0626394615921,428.43373581153514,128.43828149093616
EL_0028,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.13848919756532807,0.6984809019750546,0.5051820501022343,0.5889514462833728,0.40464205186739055,0.6003043196182507,0.49267784346617177,0.006749019542991325,951,135.05988215571165,21.71015134603873,119.63198836511556,527.3068998507008,428.5743129485464,127.3978774867612
EL_0029,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.38852287860150886,0.4579414715328637,0.559922350682512,0.24560731001947053,0.24065318074845168,0.5487837668337672,0.4906849071648319,0.025522207230785965,2111,132.5556816828458,21.71543017160561,127.51988558791996,524.2120353162288,429.549179378471,123.82106972916048
EL_0030,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.4857175189287374,0.29993285329152347,0.7431579666154924,0.5000276625776484,0.4125810573022006,0.45658215939098784,0.5007322020221122,0.13063809912748478,2346,123.03030552486004,23.717618456575792,122.57555032106337,522.1790411088464,432.8124104686559,126.47150873366454
EL_0031,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.41254081541766763,0.365542115640366,0.43509670933016686,0.8213271260977382,0.4224355304118074,0.5893212774721623,0.5455699491742049,0.03559414154927266,1934,128.46558745189932,21.49836755366249,104.38923079997525,523.0231928506337,427.32616770227906,129.81866481483985
EL_0032,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.36485574462093356,0.7333845387722536,0.4618652447953243,0.20340942900483608,0.378463102830255,0.5520196667349614,0.4803047234045985,0.08328573448589977,1435,135.48484714131806,21.852419846998075,137.6198625493851,527.7559822628823,427.8028867982029,123.38147081883733
EL_0033,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.49815301483339697,0.39868418271259914,0.38389502282976073,0.3084108178753792,0.2816656402519327,0.5184153591942142,0.545151757745369,0.0867767688614168,1069,128.19414014706044,19.418833041118962,125.94420020421181,523.4496102899383,426.4143202188775,124.47532897048008
EL_0034,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.30730565646177205,0.5137472905735956,0.5007512576872205,0.5220332680460675,0.38883932305297736,0.5509756324044668,0.5175703039184353,0.003610055753640806,893,122.0004740259063,21.326141786171384,122.48968324058264,524.9300525238393,428.49540525645165,126.70075342444802
EL_0035,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.4980698923420036,0.7659686885084845,0.721517168181085,0.6411401583229415,0.35773665306066393,0.6278580044143911,0.5030879480597416,0.009307657895314913,1761,145.48624641158764,23.68326685982049,117.74482653344391,528.1752213423929,432.4270109058689,127.94155646760403
EL_0036,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.18380869953047219,0.6522549835874472,0.55797465822642,0.6208094000486831,0.2818485154742894,0.6456497187777969,0.5272004053897066,0.1397521493431449,1780,129.99313307212765,22.07324897943907,121.514601213895,526.7121409991969,429.51449305100965,127.72975959609032
EL_0037,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.44582036859765084,0.2946352093357325,0.5400385297102677,0.3618243436616474,0.45291303100151104,0.5921751255167085,0.5155444100248695,0.0938799164423052,2120,123.62473082900628,19.70281105047278,131.89661328302049,522.1108797667957,429.19506971230203,125.0317675206532
EL_0038,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.2640625671039685,0.4838132375331964,0.2719659348930416,0.6905006668880644,0.3777847434794439,0.45718569301117146,0.5137984430981185,0.12895904000967798,1532,132.15437392999104,19.871089512624117,124.72272325396895,524.5449105163214,424.4209824183009,128.45577247221098
EL_0039,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.3361616843277497,0.5847081462991774,0.5027203744180584,0.7548229770030268,0.26057153615455725,0.6088686687970877,0.505121480162627,0.14348813302193164,989,130.51299470652162,20.23585217896525,125.5326673260698,525.843059739817,428.5304731274196,129.12585392550005
EL_0040,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.5180002712979215,0.33386976961444137,0.6315406978090032,0.6193346869412794,0.2254630234448432,0.5166366310992054,0.5461596344571763,0.12067999422666563,1814,121.20995490959719,22.96942073844177,113.96590518811414,522.6156853569186,430.824625834559,127.71439668545437
EL_0041,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.13386415292528714,0.25851981887370495,0.48439146518381276,0.6824118166288314,0.44289569962113556,0.6146419884361272,0.5296093640384303,0.01968933166393064,1543,131.65662702053223,22.776168604298913,120.37063243326574,521.6462065076795,428.2040547826135,128.37150639831754
EL_0042,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.0894383015077061,0.4737022797048075,0.0,0.7894394620076297,0.2628243768785856,0.5614555126630021,0.5279081681445247,0.02065053963915097,1232,137.34606991781817,16.689999999999998,123.22348672801263,524.4148193926536,419.2185779469151,129.48647319645264
EL_0043,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.156555105854507,0.38753932002890956,0.4092509897547658,0.5380768303111021,0.2659991458011627,0.6341426247137534,0.5301073701127128,0.1105660470604955,1615,129.57170377413735,21.272224459973927,127.81955236541769,523.3062165843911,426.8658829741316,126.86788817908096
EL_0044,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.23828652132203,0.20759734145961173,0.6300289688204467,0.6556941359424135,0.43015538431974215,0.6456826788645874,0.528887597215866,0.06251296684388086,1506,117.89533128328529,21.631791817607457,119.89938858566398,520.9910200832891,430.7977035519543,128.09317338647654
EL_0045,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.494346947449426,0.6526326319133775,0.4992882594224599,0.1007487534810202,0.2191169980066155,0.6191923905391912,0.5225234876152183,0.05706666776489418,2362,133.24487909166567,19.889434659690874,129.46642561018353,526.716999954788,428.4693508161173,122.31199718631873
EL_0046,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.3020695635589725,0.6372799178039651,0.45987982397513116,0.5811284039279478,0.31236528902098926,0.5065563611206059,0.5149126078763678,0.14017967273865775,1947,134.9125312891357,20.78695425479809,114.71220515658045,526.5194665594616,427.7675285687748,127.31638048235797
EL_0047,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.4727184578024992,0.5011191137260013,0.6165504985017579,0.4229924387369927,0.33517913873107996,0.5275566314892758,0.4967845817190833,0.055864012676395236,1119,127.31282682906965,23.489667722133625,123.35509862037917,524.7675739788922,430.55766635630255,125.6689897530288
EL_0048,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.4624633391615208,0.7171200529903035,0.4831782185518645,0.7059788344438198,0.49430070498716255,0.5275644021150556,0.539156905820194,0.14826252372604512,1512,127.35979636744236,22.04188384254877,122.16498206224301,527.5467176939696,428.18244815276006,128.61701719416632
EL_0049,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.3264428183204348,0.8856932610608936,0.442994503832108,0.6137694181869312,0.21065101061558972,0.6401682068458223,0.4992762977032461,0.0024277003397836783,2266,145.48770175864638,20.61565525471041,112.0694515949346,529.7156396131775,427.466819007602,127.65642017049102
EL_0050,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.16025929503215436,0.5684755563491121,0.4527482187358724,0.48678436412992426,0.4133369888464783,0.5572617069508505,0.5428647500021297,0.12158736507158113,945,126.85401063039896,21.105925872275375,122.52031792446762,525.6342055538454,427.6405222778789,126.33354589224402
EL_0051,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.3129023115088337,0.2534806251165871,0.6323496837137208,0.6979467575679703,0.4251544782916322,0.48864002549567837,0.4822118410872308,0.12784567894624257,2433,123.89118062512414,21.042239187476966,118.7118558135691,521.5813704763787,430.8390330115827,128.53334256033742
EL_0052,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.08325924817253433,0.5495175859633055,0.43803485024436073,0.1863422473962849,0.35595061014654045,0.49957939455017514,0.4866761665528619,0.06358688812314484,1253,131.2204789969262,21.842669661151234,132.92607605974965,525.3902856689236,427.37849286149947,123.20367244941673
EL_0053,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.4891322742558734,0.630153213505159,0.3858368442714091,0.5917796813219941,0.44740456525001504,0.4657036779402405,0.5207821218526657,0.09599983553951222,2166,134.73324246167286,19.155322869709465,119.93897702424186,526.4277718866111,426.44890198982694,127.42734079181874
EL_0054,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.2427129401511236,0.5429012507627249,0.587952352731627,0.46402452522630305,0.2544929709673148,0.5873319747966589,0.549646499028536,0.07010380269283785,2097,134.4622515264589,20.34848417932978,125.35819820630013,525.3051575835914,430.04836385021736,126.09644393023572
EL_0055,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.35294617285986407,0.48303913759724404,0.6835156077369883,0.8010835953352943,0.4364105137406291,0.5962215921436333,0.49663604680689966,0.0653719261663731,1127,115.2890470499866,23.025572426193445,114.09498108235478,524.5349506755023,431.7502436033698,129.60777664106692
EL_0056,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.4343866609109039,0.48071320796441924,0.4102522661533854,0.5535326259562741,0.462281607977455,0.6265770613290369,0.4959389099398078,0.13438637080972363,1997,126.83792567736947,21.28607061547407,124.54437052110215,524.5050244504461,426.8837146399745,127.02889984034042
EL_0057,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.21465383274264882,0.5061335417487708,0.2898585215069652,0.6426179583655232,0.41802681721947077,0.5109392680172579,0.4837076483926797,0.0560426658465462,855,138.42695460837265,20.0656440431666,119.9048702827,524.8320913655834,424.73963032212185,127.95695153656897
EL_0058,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.415126791920358,0.4554115152825512,0.4475257026186253,0.6346840518489973,0.29573967299511816,0.47749867090600645,0.48123340019107996,0.06685393329389072,2404,133.1475456835335,20.130403734597387,117.332911434148,524.1794840132742,427.5475148301946,127.87429959823915
EL_0059,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.2762822496342157,0.682119375368813,0.5996734091936949,0.0,0.24992962299873714,0.5137851430863779,0.510251707862179,0.10708372039921696,976,123.16329288047395,22.531724455345174,143.0373126913946,527.096386720565,430.25710337753077,119.96968295703088
EL_0060,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.49970658747771896,0.608594151002834,0.5605769120402337,0.5634007984637349,0.41027281458640674,0.5344137276274825,0.5326640781106189,0.11121599280664037,966,138.99899547745676,20.587045733431715,120.34344291530093,526.1503854397727,429.5608364188454,127.13170210853147
EL_0061,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.45161785943898114,0.38961223418682245,0.6119291585512735,0.5306930583628666,0.4046549498458334,0.5379323064741182,0.5488518830214708,0.08536097933851106,1090,137.22569642508847,22.202118305165932,121.35092362321355,523.3328874237563,430.4753652156212,126.79096730001139
EL_0062,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.2064064275523922,0.4411706424491717,0.40389175590541476,0.47695874679995603,0.408068736791141,0.6349479130398927,0.49251040904441284,0.01235197436186795,2037,129.16471572473384,20.41587011620038,129.282193383581,523.9962559571051,426.7704407293053,126.23118694512038
EL_0063,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.27482846109300096,0.41102086142109273,0.3412466486505338,0.5437024736766087,0.44543376403237733,0.6088854944367494,0.5312359438554434,0.011554837223064163,1073,136.67979532372317,19.62595511851335,117.38880202753484,523.6083383177627,425.65479811473375,126.92649365011127
EL_0064,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.5197106579973501,0.8328584972434472,0.42827778639020253,0.44129204827440394,0.21783262648727494,0.530334277761707,0.5491848842801612,0.08988582877024254,2464,143.83843976621174,21.783783294841,125.73129861516539,529.0358490423541,427.2047299499842,125.85962701297072
EL_0065,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.14872307373437177,0.20684081671116825,0.5132002643139223,0.43093098289769766,0.369645885000251,0.5378086520938906,0.4889210138899086,0.06964989789270513,1497,124.3225105523818,21.247111820715855,126.49348133660257,520.9812863709863,428.71710880059794,125.75169000428994
EL_0066,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.17270105738440011,0.43001887943486194,0.4651070266287412,0.3549211573081269,0.27209683054756006,0.564941840573515,0.5192450047602191,0.11530938420181219,2220,134.6093011042767,22.475645211312028,124.60226703640735,523.852773469488,427.8606194786785,124.95985317031621
EL_0067,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.12922692682850268,0.7251549031922807,0.6799626785053337,0.018057146455959648,0.4911665859426496,0.47591573281681593,0.4878138765959478,0.06887594125069507,2309,143.75018711920237,22.788075184019295,139.20993592941704,527.6500968899883,431.68696971924567,121.45055250077918
EL_0068,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.4696849089671793,0.7320564750035263,0.5238767641549722,0.6650475622622138,0.21329294337149787,0.5141187814160636,0.5200313001529666,0.10822043068072307,1395,135.23285884555844,20.837991984657165,117.13360436735587,527.738894929426,428.9072458874207,128.19061325594643
EL_0069,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.24254243875343506,0.45720499115594093,0.5960686114780659,0.4268349433501864,0.26436626229283733,0.5538895475624681,0.5267802570296389,0.1199336065798779,1127,126.23949352866211,21.947826108941246,133.80771628320673,524.2025595018283,430.19290577097064,125.70901927110545
EL_0070,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.4042997603377476,0.4166388214572573,0.3595632812113175,0.3356945073216741,0.29784491513580846,0.5727168369711754,0.48365100615973305,0.014894001944520546,1669,132.58665560642046,20.789568636828783,126.22163966527003,523.6806209586588,425.98099782506574,124.75955841190694
EL_0071,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.1328465444150183,0.6905252483995997,0.5655719138785149,0.33421737455752176,0.3739686794683353,0.5267453518982547,0.48655097387495316,0.05997996945548911,2490,139.8135540310956,22.39482573359208,129.33528124591234,527.2045396262089,429.6497920796279,124.74417029435433
EL_0072,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.30314278617567325,0.38416567922372896,0.5043542484094381,0.5633980425558103,0.42017801708974595,0.6047961192533822,0.5349273186510215,0.034225100157087664,2399,124.56925227635462,21.766462273938473,125.289588726386,523.2628101405461,428.5595706823844,127.13167339869838
EL_0073,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.45788950081919305,0.6692541824998282,0.45372022012138047,0.37085620860887714,0.49501026810948356,0.4550982778059535,0.5283014096120697,0.039593675043522986,860,130.86768204041348,20.42057666774044,136.2333347444186,526.9308586444979,427.6578325869296,125.12585750558897
EL_0074,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.20984891569000225,0.6159387648078484,0.48025782065679207,0.571748997251875,0.24990881729351655,0.47954470567942636,0.5020436683268702,0.08890170988706182,830,129.50414476881474,20.28910271110093,120.58104518630245,526.2448838126288,428.1304389778058,127.21866996099673
EL_0075,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.07033092579671579,0.4150674118231148,0.497549242927983,0.481827090784745,0.22907253040334333,0.5081006494397238,0.5261793137502965,0.014777261020280074,2134,127.02527964114111,21.82180864241302,126.40020809771679,523.660402652093,428.4383807851971,126.28190320525793
EL_0076,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.09224518194752135,0.6544217331475448,0.5906028822984704,0.38899077214914257,0.26038980456802696,0.5393620508494802,0.5469339909010084,0.10842812695130312,1706,132.60353560956418,23.224639952664553,132.15496733686322,526.7400191577021,430.09556695777883,125.31477538913677
EL_0077,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.29170177369301725,0.561922771927961,0.6622909137162415,0.675825188002299,0.44931603226920147,0.4697781679964634,0.49013130533366506,0.04596865970256759,1576,130.4164167465823,22.81503505159346,118.88103999685264,525.5498951350929,431.37225441684893,128.30288980674217
EL_0078,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.41970225671588934,0.7611548721135437,0.31408231132629955,0.19897939435230555,0.3679735058734239,0.6486342166388088,0.5097571960509993,0.026391491598747988,1892,135.17100764745072,19.91947523575155,129.98310914235245,528.1132850951474,425.1710302094094,123.33532067197875
EL_0079,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.3342694960355944,0.734182329862119,0.358236883918466,0.7709690220691475,0.436349956455649,0.5816714184370593,0.5159977995343382,0.013451738498907018,1377,138.3507950682986,20.084586025244587,122.7272956201683,527.7662469223828,425.9573761024987,129.29405630074808
EL_0080,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.13768517796841606,0.4759660680337616,0.43814194829931746,0.714835066382937,0.324314950806883,0.5758226286960861,0.5347560300330487,0.10275677635629293,1410,122.92661361329928,20.315949992840718,114.06762857337924,524.4439460859361,427.3804001637499,128.7092775118978
EL_0081,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.13452110458760375,0.7015144496896302,0.5238641955693347,0.8140570735262241,0.30383856202147635,0.45858245453203883,0.5303633825223526,0.14288789719761286,2080,131.49152349883533,20.463396200552094,112.52468220072481,527.345930537762,428.90702205430176,129.74292861407372
EL_0082,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.31551453265434765,0.5367493478628985,0.2246916052899413,0.39557353215883934,0.2170525852044748,0.49133220144614315,0.48628735474227514,0.06060099346203038,834,130.72052397335904,18.547843637475005,122.21336278636726,525.2260050468568,423.57907697681236,125.38335167916844
EL_0083,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.5471361202639731,0.4697092878827246,0.7446765638371293,0.32777387158331456,0.4485949729887802,0.476318815410302,0.5445258429552456,0.06760324329077828,2079,132.35981976295943,22.640367830483658,129.91510206582296,524.3634441617658,432.83945506717396,124.67704472269013
EL_0084,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.23136701368187862,0.5620402789801748,0.34980833683925877,0.8631535901945865,0.3530576776740818,0.6307465071372385,0.4857276328962102,0.10029113884002458,2022,130.96114130193857,20.684264105465928,108.05773669743128,525.5514070219706,425.80727265926845,130.2543944675508
EL_0085,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.13389206673915888,0.4008602538253889,0.6913206588625016,0.20395184437337044,0.4236703855206053,0.5772273060856262,0.4931269633562593,0.025609811416957444,1317,124.79356399085009,22.1254565817591,124.28720427859739,523.4776083828043,431.8892432479726,123.38712146287956
EL_0086,Calimon2024_Nernst,synthetic_clinical,nernst_equation,0.1813754356641133,0.7474110463650138,0.5798728101235519,0.23813920936784355,0.2255749225346219,0.5569225348592862,0.5421825348653998,0.07721167409335342,867,140.35584953101807,20.90425992709916,129.21372520038054,527.9364522208078,429.9044758047689,123.74327035085757
